name,author,narrator,time,releasedate,language,stars,price
Guardian Angel,Abbie Zanders,Aiden Snow,565,2017-08-22,English,4.46,"1,055"
Hammer,"Jessie Lane, Chelsea Camaron","Lucy Rivers, Joe Arden",405,2017-08-29,English,4.46,820
Snowflake's Gift,Lindsay Mc Kenna,Johanna Parker,252,2017-08-15,English,4.46,820
Edge of Truth,Brynn Kelly,Emily Beresford,711,2017-07-20,English,4.46,"1,008"
Elemental Mating,Milly Taiden,"Tyler Donne, Tess Irondale",414,2017-07-18,English,4.46,668
Just the Thing,Marie Harte,C.J.Bloom,593,2017-04-07,English,4.46,"1,055"
Ends Here,M.Robinson,"Marnye Young, Conner Goff",582,2017-07-18,English,4.46,820
Some Kind of Hero,Suzanne Brockmann,"Bahni Turpin, Patrick Lawlor",781,2017-11-07,English,4.46,820
The General’s Women,Susan Wittig Albert,Christine Williams,787,2017-07-03,English,4.46,937
Murder Game,Christine Feehan,Tom Stechschulte,853,2009-01-01,English,4.46,694
A Beautiful Lie,T.E.Sivec,Abby Craden,785,2014-04-02,English,4.46,"1,172"
Doc,Dahlia West,Mason Lloyd,298,2015-12-27,English,4.46,703
Easy,Dahlia West,Mason Lloyd,313,2016-05-17,English,4.46,820
Hawk,Dahlia West,Mason Lloyd,431,2016-04-19,English,4.46,938
Shooter,Dahlia West,Mason Lloyd,583,2016-08-03,English,4.46,938
Sweet Love,K.C.Lynn,"Callie Dalton, Teddy Hamilton",243,2021-01-29,English,4.46,469
Rendez-vous explosif,Florence Barnaud,Laurence Krambule,527,2021-01-15,French,4.46,566
Nathan,Elin Peer,"Gary Furlong, Lucy Rivers",473,2021-01-19,English,4.46,586
Storm (German edition),Inka Loreen Minden,Ollie Weiberg,211,2020-11-17,German,4.46,200
SEAL of Honor,Tonya Burrows,Stephen Borne,588,2020-11-17,English,4.46,820
The Resistance Girl,Jina Bacarr,Laurel Lefkow,745,2020-10-27,English,4.46,645
Trusting Skylar,Susan Stoker,Lucy Rivers,615,2020-01-12,English,4.0,"1,008"
Boy in Luv,"Jay Crownover, Rebecca Yarros","J.F.Harding, Sofia Willingham",303,2020-10-27,English,4.46,586
Girl in Luv,"Jay Crownover, Rebecca Yarros","J.F.Harding, Sofia Willingham",298,2020-06-10,English,4.46,586
A Dazzle of Diamonds,Liz Johnson,Amy Melissa Bentley,631,2020-11-17,English,4.46,703
Wrapped Up in Christmas Joy,"Janice Lynn, Hallmark Publishing","Alexander Cendese, Rachel L.Jacobs",497,2020-10-27,English,4.46,820
Acceptable Risk,Lynette Eason,Callie Beaulieu,554,2020-11-17,English,4.46,586
Autant en emporte le vent,Margaret Mitchell,Caroline Maillard,1515,2020-04-09,French,4.46,982
Autant en emporte le vent,Margaret Mitchell,Caroline Maillard,1454,2020-04-09,French,4.46,982
THORN,Daphne Loveling,"Troy Duran, Jillian Macie",394,2020-07-31,English,4.46,586
Securing Kalee,Susan Stoker,Savannah Peachwood,579,2020-09-15,English,4.46,668
Pilot Down,Kimberley Troutte,"Robyn Verne, Noah Michael Levine",423,2020-07-21,English,4.46,668
Southern Sunrise,Natasha Madison,"Brian Pallino, Morais Almeida",370,2020-07-14,English,4.46,"1,172"
Home Fires and Spitfires,Daisy Styles,Helen Lloyd,608,2020-08-20,English,4.46,888
Cocky Protector,"Kat Mizera, Hero Club","Teddy Hamilton, Grace Grant",314,2020-06-28,English,4.46,668
Cocky Captain,"Ellie Masters, Hero Club","Stephen Dexter, Summer Roberts",532,2020-05-31,English,4.46,668
Willy's Special,Kimberley Troutte,Noah Michael Levine,455,2020-05-26,English,4.46,668
Like Father Like Son,Leigh Lennon,"Teddy Hamilton, Charlotte North",386,2020-10-06,English,4.46,586
Jack Be Quick,Fiona Quinn,Aiden Snow,486,2020-02-06,English,4.46,586
Eyes Turned Skyward,Rebecca Yarros,"Carly Robins, Teddy Hamilton",11,2020-07-28,English,4.46,820
A Wilderness Within,Emma Castle,Jeremy York,436,2020-05-26,English,4.46,586
Noah,Melody Anne,Teri Clark Linden,476,2020-05-19,English,4.46,844
"Ein bisschen Vertrauen, bitte!",Saskia Louis,Carolin-Therese Wolff,459,2020-03-26,German,4.46,434
A Soldier's Quest,Lori Handeland,Kristin Price,426,2020-04-14,English,4.46,"1,172"
SEAL’S Sunshine: Special Forces: Operation Alpha,Lynne St.James,Emma Wilder,292,2020-03-24,English,4.46,586
The General’s Desire,Tess Summers,"J.F.Harding, Anastasia Watley",533,2020-03-17,English,4.46,703
Securing Avery,Susan Stoker,Savannah Peachwood,553,2020-12-05,English,4.46,668
Shielding Gillian,Susan Stoker,Virginia Rose,582,2020-03-31,English,4.46,668
Morgan's Marriage,Lindsay Mc Kenna,Johanna Parker,401,2020-02-25,English,4.46,586
It Wasn't Me,Lani Lynn Vale,"Erin Mallon, Teddy Hamilton",338,2020-01-18,English,4.46,668
Not a Hero,Cherise Sinclair,"Tor Thom, Charley Ongel",622,2020-08-01,English,4.46,836
Securing Zoey,Susan Stoker,Savannah Peachwood,611,2020-07-01,English,4.46,836
Survivor Lost,Kimberley Troutte,"Noah Michael Levine, Robyn Verne",495,2019-12-17,English,4.46,668
A SEAL’s Struggle,Cora Seton,Noah Michael Levine,335,2020-07-01,English,4.46,586
Fighting Absolution,Kate Mc Carthy,"Brie Jackman, Dan Matheson",1058,2020-11-02,English,4.46,"1,172"
Freedom,J.L.Drake,"Stacy Gonzalez, Zachary Webber",533,2019-03-12,English,4.46,668
The Cost of Honor,Diana Muñoz Stewart,Emily Sutton-Smith,568,2019-11-26,English,4.46,703
One Shot,Laurie Roma,Jillian Macie,633,2019-03-12,English,4.46,703
Dawn of Valor,Lindsay Mc Kenna,Johanna Parker,425,2019-03-12,English,4.46,586
Run to You,Lara Adrian,"Wesleigh Siobhan, Jeremy York",574,2019-03-12,English,4.46,586
The Edge of Us,Jamie Mc Guire,"Virginia Rose, Jean-Paul Mordrake",665,2019-12-11,English,4.46,836
Under Pressure,Laurie Roma,Jillian Macie,500,2019-05-11,English,4.46,586
Under a Wartime Sky,Liz Trenow,Sophie Roberts,620,2020-02-20,English,4.46,323
Defending Everly,Susan Stoker,Stella Bloom,575,2019-03-12,English,5.0,"1,005"
No Surrender,Lindsay Mc Kenna,Johanna Parker,419,2019-10-31,English,4.46,586
We Fought for Ardnish,Angus Mac Donald,Donald Sinclair,440,2019-01-11,English,4.46,733
A Question of Honor,Lindsay Mc Kenna,Johanna Parker,379,2019-10-15,English,4.46,586
Keep It Classy,Lani Lynn Vale,"Aiden Snow, Kendall Taylor",397,2019-08-10,English,4.46,586
A SEAL’s Resolve,Cora Seton,Noah Michael Levine,341,2019-09-30,English,4.46,586
Trust in Me,Sierra Cartwright,Aiden Snow,303,2019-09-18,English,4.46,469
A SEAL’s Purpose,Cora Seton,Noah Michael Levine,340,2019-08-27,English,4.46,586
Kill Shot,Lani Lynn Vale,"Mason Lloyd, Kendall Taylor",369,2019-03-09,English,4.46,586
River of Secrets,Lynette Eason,Romy Nordlinger,413,2019-08-13,English,4.46,586
Handle with Care,Marie Harte,Emily Beresford,566,2019-08-27,English,4.46,"1,172"
One Year Home,Marie Force,"Jason Clarke, Erin Mallon, Andi Arndt,",517,2019-08-20,English,4.46,668
Rocky Ground,Kaylea Cross,William Macleod,447,2019-07-31,English,4.46,"1,172"
Blackstone's Heart,Michelle Kee,Missy Cambridge,553,2019-07-30,English,4.46,622
Hard Play,Sheryl Nantus,Rock Engle,474,2019-07-30,English,4.46,586
Rescued Heart,Tarina Deaton,Hayden Bishop,297,2019-07-30,English,4.46,469
Kneel Down,"Chelle Bliss, Eden Butler","Brian Pallino, Stella Bloom",380,2019-08-13,English,4.46,668
A SEAL’s Consent,Cora Seton,Noah Michael Levine,409,2019-07-30,English,4.46,586
Ardnish Was Home,Angus Mac Donald,Donald Sinclair,417,2019-01-08,English,4.46,679
Freeing Jasper,Riley Edwards,"CJBloom, Troy Duran",359,2019-06-08,English,4.46,586
Deadlock,Cherrie Lynn,Elizabeth Hart,469,2019-07-24,English,4.46,586
That Forever Girl,Meghan Quinn,"William Le Roy, Reese Covington",692,2019-08-27,English,4.46,502
Securing Piper,Susan Stoker,Savannah Peachwood,10,2019-08-13,English,4.46,668
Stitched Up Heart,Tarina Deaton,Hayden Bishop,491,2019-06-18,English,4.46,586
How About No,Lani Lynn Vale,"Aiden Snow, Kendall Taylor",403,2019-06-18,English,4.46,586
Happily Never After,Lauren Landish,"Carly Robins, Lance Greenfield, Tor Thom",718,2019-12-06,English,5.0,836
A SEAL’s Vow,Cora Seton,Noah Michael Levine,454,2019-11-06,English,4.46,586
The Captivating Warrior,"Cami Checketts, Daniel Banner",Paul Woodson,247,2020-01-21,English,4.46,702
Snowed-In for Christmas,Cami Checketts,Teddy Hamilton,245,2019-12-17,English,4.46,702
Wind River Protector,Lindsay Mc Kenna,Johanna Parker,509,2019-07-30,English,4.46,820
Physical Forces,D.D.Ayres,Jeffrey Kafer,451,2019-04-06,English,4.46,586
Mrs. Rossi's Dream,Khanh Ha,"Feodor Chin, Andrew Eiden",538,2019-05-14,English,4.46,608
Securing Sidney,Susan Stoker,Savannah Peachwood,553,2019-07-05,English,4.46,668
Dominic,Marie James,"Kasha Kensington, Aaron Shedlock",456,2019-04-30,English,4.46,586
Pull You Through,Kaylee Ryan,"Brandon Utah, Macy Sterling",751,2019-02-04,English,4.46,836
Quadruple Duty: All or Nothing,Krista Wolf,"Melissa Barr, Tristan James",472,2019-02-04,English,4.46,586
Black,Elin Peer,"Noelle Bridges, John Masterson",549,2019-02-04,English,4.46,586
Kid,Marie James,"Kasha Kensington, Aaron Shedlock",452,2019-03-26,English,4.46,586
Lover Boy,Cassie-Ann L.Miller,"Tor Thom, Anastasia Watley",440,2019-03-19,English,4.46,586
Runaway Girl,Tessa Bailey,"Hayden Bishop, Tyler Donne",632,2019-02-26,English,4.46,703
Kincaid,Marie James,"Kasha Kensington, Aaron Shedlock",465,2019-02-26,English,4.46,586
Deadly Promises,"Sherrilyn Kenyon, Dianna Love, Cindy Gerard,",Nicole Small,649,2019-01-29,English,4.46,700
Defending Morgan,Susan Stoker,Stella Bloom,509,2019-05-03,English,5.0,502
A Hero's Honor: Resolution Ranch,Tessa Layne,Troy Duran,409,2019-05-02,English,4.46,586
His Honey,Leah Sharelle,"Antony Ferguson, Cat Gould",441,2019-05-02,English,4.46,586
The Whole Package,Marie Harte,Emily Beresford,524,2019-01-29,English,4.46,"1,172"
A Promise to Keep,Susan Gable,Chandra Skyye,427,2019-01-17,English,4.46,586
New Arrivals at Mulberry Lane,Rosie Clarke,Laura Kirman,525,2018-12-20,English,4.46,645
Mulberry Lane Babies,Rosie Clarke,Laura Kirman,567,2018-12-20,English,4.46,645
Pieces of Me,Natalie Hart,Penelope Rawlins,657,2018-06-12,English,4.46,645
Healing Touch,Brenda Rothert,"Kirsten Leigh, Lee Samuels",355,2018-11-13,English,4.46,668
Tank,Zoe Dawson,Tatiana Sokolov,390,2018-11-27,English,4.46,586
After I Was His,Amelia Wilde,"Austin Rising, Stephanie Wyles",409,2018-11-20,English,4.46,586
Dangerous,Lindsay Mc Kenna,Johanna Parker,388,2018-11-27,English,4.46,586
The Reckoning,Clár NíChonghaile,Jennifer Ness,717,2018-11-29,English,4.46,645
Wolf Rising,Paige Tyler,Abby Craden,628,2018-06-11,English,4.46,703
Someone Else's Ocean,Kate Stewart,"Lila Winters, Jason Clarke",626,2018-11-27,English,4.46,836
Toxic Game,Christine Feehan,Jim Frangione,786,2019-12-03,English,4.46,"1,055"
A Love to Call Her Own,Marilyn Pappano,Loretta Rawlins,681,2014-08-28,English,4.46,500
Snowbound,Karen Fenech,Andrea Bates,339,2014-01-16,English,4.46,586
Letters to Love,Soraya Lane,Lauren Ezzo,562,2015-10-27,English,4.46,603
Cowboy,Zoe Dawson,Tatiana Sokolov,426,2018-10-30,English,4.46,586
Luke's Gift,Kaylie Newell,Rebecca Gibel,340,2018-01-11,English,4.46,702
Heavenly Hacked,KBWinters,"Callie Dalton, Josh Goodman",304,2018-10-30,English,4.46,668
Before She Was Mine,Amelia Wilde,"Austin Rising, Stephanie Wyles",416,2018-10-23,English,4.46,586
Boxcar Christmas,Lindsay Mc Kenna,Johanna Parker,441,2018-10-16,English,4.46,586
Silent Truth,"Sherrilyn Kenyon, Dianna Love",Nicole Small,776,2018-09-26,English,4.46,937
Deadly Intent,Pamela Clare,Kaleo Griffith,500,2018-09-10,English,4.46,586
The Wartime Midwives,Daisy Styles,Helen Lloyd,706,2019-05-16,English,4.46,752
Kid Chaos,Zoe Dawson,Tatiana Sokolov,399,2018-02-10,English,4.46,586
Wonderfully Wrecked,KBWinters,"Thalia Badeaux, Lee Samuels",361,2018-10-30,English,4.46,668
Accidental Hero,Nicole Snow,"Rose Dioro, Mason Lloyd",509,2018-09-10,English,4.46,668
Cowboy SEAL Christmas,Nicole Helm,Abby Craden,557,2018-04-09,English,4.46,703
Home to Wind River,Lindsay Mc Kenna,Johanna Parker,525,2018-12-18,English,4.46,820
Life to My Flight,Lani Lynn Vale,"Lidia Dornet, Mason Lloyd",381,2018-08-28,English,4.46,586
Blue Moon Kisses,Cindy Roland Anderson,Carla Mercer-Meyer,625,2018-08-21,English,4.46,586
Ruckus,Zoe Dawson,Tatiana Sokolov,375,2018-08-14,English,4.46,586
Wind River Lawman,Lindsay Mc Kenna,Johanna Parker,568,2018-08-28,English,4.46,820
SEAL Camp,Suzanne Brockmann,"Patrick Lawlor, Melanie Ewbank",419,2018-11-09,English,4.46,702
Defending Allye,Susan Stoker,Stella Bloom,497,2018-07-08,English,5.0,539
Gunner,Savannah Rylan,"Joe Arden, Samantha Cook",303,2018-07-24,English,4.46,668
Escape,J.L.Drake,"Nelson Hobbs, Lucy Rivers",475,2018-07-17,English,4.46,668
Keys to My Cuffs,Lani Lynn Vale,"Lidia Dornet, Mason Lloyd",378,2018-07-24,English,4.46,586
Firestorm,Rachel Grant,Greg Tremblay,662,2018-10-07,English,4.46,836
Bring the Heat,Kimberley Troutte,Noah Michael Levine,407,2016-11-24,English,4.46,668
Hover,Anne A.Wilson,Angela Dawe,585,2015-02-06,English,4.46,"1,005"
Lily's Outlaw,Kori David,Corrie Aster,205,2016-06-27,English,4.46,468
Hot Target,Suzanne Brockmann,"Patrick Lawlor, Melanie Ewbank",953,2014-12-18,English,4.46,937
Red Blooded,Deidre Knight,Joel Richards,109,2016-10-25,English,4.46,233
Finding Dani,Kori David,Corrie Aster,265,2016-07-29,English,4.46,468
One to Protect,Tia Louise,"Lucy Rivers, Christian Fox",308,2014-10-27,English,4.46,820
Against the Dark,Carolyn Crane,Romy Nordlinger,451,2014-10-21,English,4.46,938
In Zach's Arms,Kori David,Corrie Aster,197,2016-06-27,English,4.46,468
Because of You,T.E.Sivec,"Abby Craden, Sean Crisden",511,2014-02-25,English,4.46,938
Lock and Load,Kimberley Troutte,Noah Michael Levine,392,2016-11-24,English,4.46,668
Make Mine a Ranger,Kate Aster,Tanya Eby,374,2015-10-13,English,4.46,820
SEAL the Deal,Kate Aster,Tanya Eby,534,2015-11-08,English,4.46,938
Contract with a SEAL,Kate Aster,Tanya Eby,371,2015-09-22,English,4.46,820
Erasing Faith,Julie Johnson,"Andi Arndt, Sebastian York",647,2016-03-23,English,4.46,938
To Tame a Duke,Patricia Grasso,Felicity Munroe,708,2015-04-16,English,4.46,836
Dangerous Games,Sally Spencer,Gareth Armstrong,404,2014-03-27,English,4.46,569
Imposter,Karen Fenech,Andrea Bates,327,2013-11-26,English,4.46,586
Hide,Karen Fenech,Andrea Bates,364,2015-05-02,English,4.46,586
The Final Act,Hilary Green,Hilary Neville,887,2009-12-18,English,4.46,736
The Bomb Girl Brides,Daisy Styles,Anne Dover,616,2018-06-28,English,4.46,752
A Lover's Lament,"K.L.Grayson, B.T.Urruela","Erin Mallon, Max Bellmore",718,2016-07-13,English,4.46,836
Coming in Hot,Kimberley Troutte,Noah Michael Levine,405,2016-11-24,English,4.46,668
The Soldier's E-Mail Order Bride,Cora Seton,Emily Cauldwell,568,2014-11-18,English,4.46,668
The Navy SEAL's E-Mail Order Bride,Cora Seton,Cassandra Livingston,373,2014-11-18,English,4.46,668
The Marine's E-Mail Order Bride,Cora Seton,Nika Solviero,387,2015-03-17,English,4.46,668
Falling for the Marine,Samanthe Beck,Holly Fielding,419,2015-02-13,English,5.0,572
Wish Me Luck,Margaret Dickinson,Susan Jameson,188,2007-06-26,English,4.46,323
Honor,J.L.Drake,"Joe Arden, Grace Grant",439,2018-06-26,English,4.46,668
Total Control,Jackie Ashenden,Carrie Brach,604,2018-06-26,English,4.46,586
Cowboy SEAL Redemption,Nicole Helm,Romy Nordlinger,614,2018-06-19,English,4.46,586
Get It On,J.Kenner,Noah Michael Levine,214,2018-07-08,English,4.46,501
Time and Space,Rachel Robinson,"Noelle Bridges, Troy Duran",524,2018-05-31,English,4.46,703
Reckless River,Lindsay Cross,Aiden Snow,513,2016-01-11,English,4.46,891
Protecting the Enemy,"Samantha Chase, Noelle Adams","Maxine Mitchell, Joe Arden",315,2018-05-17,English,4.46,469
Say You'll Be Mine,Maria Luis,Jae Delane,659,2018-06-26,English,4.46,836
Dare You to Love Me,Maria Luis,Jae Delane,674,2018-06-26,English,4.46,836
Fighting for Everything,Laura Kaye,Andi Arndt,381,2018-05-22,English,4.46,668
To Sin with a Viking,Michelle Willingham,Deirdre O'Connell,489,2014-04-09,English,4.46,713
Protecting the Girl Next Door,"Samantha Chase, Noelle Adams","Maxine Mitchell, Joe Arden",306,2018-11-05,English,4.46,469
Protecting His Best Friend's Sister,"Samantha Chase, Noelle Adams","Maxine Mitchell, Joe Arden",327,2018-10-05,English,4.46,469
Command Decision,S.E.Smith,David Brenin,459,2016-07-19,English,4.46,820
Wolf Haven,Lindsay Mc Kenna,Anthony Haden Salerno,682,2014-11-25,English,4.46,836
The Sea Before Us,Sarah Sundin,Sarah Zimmerman,634,2018-05-15,English,4.46,586
Murder,Ella James,"Nelson Hobbs, Shirl Rae",1169,2016-08-30,English,4.0,"1,172"
Absolute Trust,Piper J.Drake,"Daniel Thomas May, Kristin Kalbli",514,2016-12-20,English,4.46,500
Ultimate Courage,Piper J.Drake,"Daniel Thomas May, Kristin Kalbli",518,2016-07-26,English,4.46,500
Temporarily Yours,Diane Alberts,Vanessa Edwin,332,2015-01-27,English,4.5,476
The Baby Bargain,Jennifer Apodaca,Ryan Hudson,340,2015-09-02,English,4.46,476
Resurrection River,Lindsay Cross,Aiden Snow,606,2016-04-10,English,4.46,938
Carolina Dreaming,Virginia Kantra,Sophie Eastlake,554,2016-02-23,English,4.46,668
Full Throttle,Julie Ann Walker,Angela Dawe,586,2014-02-12,English,4.46,"1,005"
Hell for Leather,Julie Ann Walker,Angela Dawe,630,2014-06-05,English,4.46,"1,005"
Forged in Ember,Trish Mc Callan,Luke Daniels,636,2018-05-15,English,4.46,539
Tripwire,Traci Hunter Abramson,Luone Ingram,469,2018-04-23,English,4.46,586
Consolation,Corinne Michaels,"Gianluca Crisafi, Perla Liberatori",489,2017-09-25,Italian,4.46,574
Conviction,Corinne Michaels,"Gianluca Crisafi, Perla Liberatori",489,2017-11-25,Italian,4.46,574
Wish Me Luck,Margaret Dickinson,Anne Dover,782,2014-04-24,English,4.46,323
Total Bravery,Piper J.Drake,"Daniel Thomas May, Caroline Slaughter",460,2018-04-24,English,4.46,500
A Steel Heart,Amie Knight,"Lisa Zimmerman, Kale Williams",501,2018-01-05,English,4.46,668
Night Secrets,Cherry Adair,Carrington Mac Duffie,580,2008-10-28,English,4.46,655
The Calamity Janes: Lauren,Sherryl Woods,Tanya Eby,6,2015-07-28,English,4.46,670
Geschmiedet im Feuer,Trish Mc Callan,Arianne Borbach,690,2014-10-04,German,4.46,669
Rev It Up,Julie Ann Walker,Abby Craden,532,2016-11-22,English,4.46,938
In Rides Trouble,Julie Ann Walker,Abby Craden,495,2013-12-08,English,4.46,866
Target Engaged,M.L.Buchman,Roger Wayne,547,2015-01-12,English,4.46,938
Fearless Mating,Milly Taiden,"Tyler Donne, Tess Irondale",400,2018-04-17,English,4.46,668
Paid in Full,Chelsea Camaron,"Aiden Snow, Kendall Taylor",208,2018-03-04,English,4.46,703
The Billionaire's Angel,Ivy Layne,"CJBloom, Beckett Greylock",547,2018-03-04,English,5.0,668
Night Fall,Cherry Adair,Carrington Mac Duffie,453,2008-03-10,English,4.46,585
The Lion of Mistra,James Heneage,Lee Maxwell Simpson,969,2015-07-17,English,4.46,759
The Munitions Girls,Rosie Archer,Anne Dover,576,2015-02-26,English,4.46,645
Embattled Hearts,J.M.Madden,Eric G.Dove,350,2018-03-20,English,4.46,668
The Embattled Road,J.M.Madden,Eric G.Dove,101,2018-03-20,English,4.46,233
Embattled Home,J.M.Madden,Eric G.Dove,378,2018-03-20,English,4.46,668
Embattled Ever After,J.M.Madden,Eric G.Dove,472,2018-03-20,English,4.46,668
Beauty: Learning to Live,Jordan Marie,"Joe Arden, Maxine Mitchell",413,2018-06-03,English,4.46,468
Embattled Minds,J.M.Madden,Eric G.Dove,250,2018-03-20,English,4.46,501
Embattled SEAL,J.M.Madden,Eric G.Dove,245,2018-03-20,English,4.46,501
Fatal Pursuit,Elisabeth Naughton,Hillary Huber,718,2015-07-28,English,4.46,352
The Swan Maid,Dilly Court,Annie Aldington,634,2016-06-16,English,4.46,493
Revealed to Him,Jen Frederick,"Sebastian York, Carly Robins",518,2015-03-11,English,4.46,352
Taking a Chance/The Hidden Heart,Lindsay Mc Kenna,Johanna Parker,634,2018-06-03,English,4.46,938
Hell on Wheels,Julie Ann Walker,Abby Craden,558,2012-08-13,English,4.46,866
Exposed,Kaylea Cross,Jeffrey Kafer,451,2018-02-27,English,4.46,668
The Dutch Wife,Eric Mc Cormack,Robert Ian Mackenzie,574,2018-02-22,English,4.46,820
Tex,Dahlia West,Mason Lloyd,617,2016-03-29,English,4.46,938
Shades of Gray,Maya Banks,Adam Paul,487,2012-12-31,English,4.46,879
The Morcai Battalion: The Pursuit,Diana Palmer,Todd Mc Laren,629,2018-03-27,English,4.46,"1,005"
Extreme Honor,Piper J.Drake,"Daniel Thomas May, Kristin Kalbli",497,2016-02-16,English,4.46,500
The SEAL's Best Man,Kate Aster,Tanya Eby,6,2015-01-09,English,4.46,891
Fighting for Control,Melynda Price,"Luke Daniels, Rachel Vivette",770,2016-03-22,English,4.46,352
Issued to the Bride One Marine,Cora Seton,Wendy Tremont King,438,2018-02-27,English,4.46,820
Lucky in Love,Jill Shalvis,Suehyla El Attar,594,2012-01-06,English,4.46,500
Darkest Before Dawn,Maya Banks,Tad Branson,865,2015-10-27,English,4.46,879
His Best Friend's Little Sister,Vivian Wood,Noelle Bridges,382,2018-03-27,English,4.46,668
Claiming Her Innocence,Vivian Wood,"Noelle Bridges, August James",378,2018-03-27,English,4.46,668
Passion Rising,"Johnathan Mc Clain, JAHuss","Tad Branson, Ava Erickson",424,2018-05-29,English,3.5,"1,005"
Masked,Angel Payne,Aiden Snow,579,2018-02-20,English,4.46,"1,005"
Red's Salvation,Kennedy Layne,Raquel Harris,461,2017-12-31,English,4.46,668
Forged in Smoke,Trish Mc Callan,Luke Daniels,753,2016-07-19,English,4.46,352
The Airman's E-Mail-Order Bride,Cora Seton,Anika Solveig,377,2015-10-09,English,4.46,668
Untold Devotion,Kennedy Layne,Raquel Harris,535,2018-01-02,English,4.46,668
Fated Identity,Kennedy Layne,Raquel Harris,207,2018-01-02,English,4.46,501
Hearths of Fire,Kennedy Layne,Raquel Harris,590,2018-01-02,English,4.46,668
Targets Entangled,Kennedy Layne,Raquel Harris,547,2018-01-02,English,4.46,668
Fulfilling Promises,Kennedy Layne,Raquel Harris,501,2018-01-02,English,4.46,668
Avenged,Kaylea Cross,Jeffrey Kafer,493,2018-02-20,English,4.46,668
Starr's Awakening,Kennedy Layne,Raquel Harris,192,2018-01-02,English,4.46,501
Set in Stone,Rachel Robinson,"Mason Lloyd, Carly Robbins",473,2018-02-13,English,4.46,891
Igniting Passion,Kennedy Layne,Raquel Harris,538,2018-01-02,English,4.46,668
Beast,Jordan Marie,"Maxine Mitchell, Joe Arden",700,2018-01-31,English,4.46,468
Legacy of Greyladies,Anna Jacobs,Penelope Freeman,510,2016-09-20,English,4.46,733
After the Storm,Maya Banks,Adam Paul,758,2014-07-01,English,4.46,879
Only Her,Sandra Owens,"Sebastian York, Amy Mc Fadden",555,2015-12-27,English,4.46,352
When Day Breaks,Maya Banks,Adam Paul,549,2014-06-24,English,4.46,879
Redemption River,Lindsay Cross,Aiden Snow,506,2016-09-13,English,4.46,938
Breaking Point,Suzanne Brockmann,"Patrick Lawlor, Melanie Ewbank",861,2015-01-15,English,4.46,820
Flashpoint,Suzanne Brockmann,"Patrick Lawlor, Melanie Ewbank",807,2014-12-16,English,4.46,937
Gone Too Far,Suzanne Brockmann,"Patrick Lawlor, Melanie Ewbank",1121,2014-11-21,English,4.46,"1,054"
Wind River Wrangler,Lindsay Mc Kenna,Johanna Parker,639,2016-10-25,English,4.46,938
Stripped Down,Anne Marsh,"CJBloom, Jack Dupont",354,2018-06-02,English,4.46,668
Hard Corps,Scott Hildreth,"Jean-Paul Mordrake, Jae Delane",481,2018-03-01,English,4.46,668
Wind River Rancher,Lindsay Mc Kenna,Johanna Parker,11,2016-12-27,English,4.46,938
Dangerous Mating,Milly Taiden,"Tyler Donne, Tess Irondale",364,2018-01-16,English,4.46,668
Covert Game,Christine Feehan,Jim Frangione,887,2018-03-20,English,4.46,"1,055"
Lone Rider,Lindsay Mc Kenna,Johanna Parker,572,2018-04-13,English,4.46,820
Shadow Game,Christine Feehan,Tom Stechschulte,802,2010-05-14,English,4.46,694
Cowboy SEAL Homecoming,Nicole Helm,Romy Nordlinger,624,2018-02-01,English,4.46,938
Essential Beginnings,Kennedy Layne,Rock Engle,477,2017-12-21,English,4.46,668
Hidden Flames,Kennedy Layne,Rock Engle,476,2017-12-21,English,4.46,668
Buried Flames,Kennedy Layne,Rock Engle,507,2017-12-21,English,4.46,668
Rising Flames,Kennedy Layne,Rock Engle,454,2017-12-21,English,4.46,668
Endless Flames,Kennedy Layne,Rock Engle,447,2017-12-21,English,4.46,668
Keep the Home Fires Burning,S.Block,Leanne Best,829,2018-01-25,English,4.46,793
Hunted,Kaylea Cross,Jeffrey Kafer,465,2017-12-19,English,4.46,668
The Scars Between Us,MKSchiller,"Alexander Cendese, Elizabeth Hart",569,2017-12-19,English,4.46,938
Seduced,Angel Payne,Aiden Snow,734,2017-12-19,English,4.46,"1,005"
Issued to the Bride: One Airman,Cora Seton,Wendy Tremont King,469,2017-12-26,English,4.46,891
Keep the Home Fires Burning,S.Block,Leanne Best,190,2018-01-25,English,4.46,398
Trixsters Anonymous,Ahren Sanders,"Holden Still, Kate Mitchell",618,2018-09-01,English,4.46,836
Sworn to Protect,Diana Gardin,"Emma Wilder, Cooper North",546,2017-12-12,English,4.46,500
Silent Threat,Dana Marton,Sarah Naughton,584,2018-02-01,English,4.46,539
Forever Mine,Abbie Zanders,Aiden Snow,509,2017-12-14,English,4.46,"1,055"
Dream of Me,Lindsay Mc Kenna,Johanna Parker,273,2017-11-28,English,4.46,820
His Moment to Steal,Cathryn Fox,Greyson Ash,299,2017-11-16,English,4.46,501
His Obsession Next Door,Cathryn Fox,Sasha Dunbrooke,294,2017-11-16,English,2.0,501
His Trouble in Tallulah,Cathryn Fox,Violet Strong,352,2017-11-16,English,4.46,668
His Strings to Pull,Cathryn Fox,Brook Hayden,67,2017-11-16,English,3.0,100
His Best Friend's Girl,Cathryn Fox,Holly Chandler,337,2017-11-16,English,4.0,668
His Reason to Stay,Cathryn Fox,Laurie Winkel,325,2017-11-16,English,4.46,668
